title,Seasons,Cancelled,genre,Country,Type,Premiere Year,Finale Year
Drug Squad: Costa del Sol,1.0,1.0,Crime TV,Spain,TV Show,2019,2019.0
Zumbo's Just Desserts(season 2),1.0,1.0,,,TV Show,2019,2019.0
The Bonfire of Destiny,1.0,1.0,International TV,France,TV Show,2019,2019.0
Dracula,1.0,1.0,British TV,United Kingdom,TV Show,2020,2020.0
Giri/Haji,1.0,1.0,,,TV Show,2020,2020.0
The Valhalla Murders,1.0,1.0,Crime TV,Iceland,TV Show,2020,2020.0
Feel Good,2.0,0.0,Romantic TV,United Kingdom,TV Show,2020,2021.0
Freud,1.0,1.0,Crime TV,"Austria, Germany, Austria",TV Show,2020,2020.0
The Last Dance,1.0,0.0,Docuseries,United States,TV Show,2020,2020.0
Crazy Delicious,1.0,1.0,British TV,United Kingdom,TV Show,2020,2020.0
Alien TV,2.0,0.0,Kids,,TV Show,2020,2021.0
I Am a Killer: Released,1.0,1.0,,,TV Show,2020,2020.0
Detention,1.0,0.0,International TV,Taiwan,TV Show,2020,2020.0
Under Suspicion: Uncovering the Wesphael Case,1.0,1.0,,Belgium,TV Show,2021,2021.0
The Serpent,1.0,1.0,,,TV Show,2021,2021.0
Life in Colour with David Attenborough,1.0,1.0,,,TV Show,2021,2021.0
Dive Club,1.0,1.0,,Australia,TV Show,2021,2021.0
On the Verge,1.0,1.0,,"France, United States",TV Show,2021,2021.0
Soil,1.0,1.0,,,TV Show,2022,2022.0
BorgenÃ¢ÂÂ Power & Glory,1.0,1.0,,,TV Show,2022,2022.0
He's Expecting,1.0,1.0,,,TV Show,2022,2022.0
The Perfect Mother,1.0,1.0,,,TV Show,2022,2022.0
You Don't Know Me,1.0,1.0,,,TV Show,2022,2022.0
Fakes,1.0,1.0,,,TV Show,2022,2022.0
Entrapped,1.0,1.0,,,TV Show,2022,2022.0
I Am a Stalker,1.0,1.0,,,TV Show,2022,2022.0
Inside Man,1.0,1.0,,,TV Show,2022,2022.0
Reign Supreme,1.0,1.0,,,TV Show,2022,2022.0
Irreverent,1.0,1.0,,,TV Show,2022,2022.0
Don't Pick Up the Phone,1.0,1.0,,,TV Show,2022,2022.0
Woman of the Dead,1.0,1.0,,,TV Show,2023,2023.0
Cunk on Earth,1.0,1.0,,,TV Show,2023,2023.0
Trailer Park Boys(seasons 8Ã¢ÂÂ12),5.0,0.0,,,TV Show,2014,2018.0
Lovesick(seasons 2Ã¢ÂÂ3),2.0,0.0,,,TV Show,2016,2018.0
The Staircase(episodes 11Ã¢ÂÂ13),1.0,1.0,,,TV Show,2018,2018.0
Paquita Salas(seasons 2Ã¢ÂÂ3),2.0,0.0,,,TV Show,2018,2019.0
Comedians in Cars Getting Coffee(seasons 10Ã¢ÂÂ11),2.0,0.0,,,TV Show,2018,2019.0
MeatEater(seasons 7Ã¢ÂÂ10),4.0,0.0,,,TV Show,2018,2022.0
Little Things(seasons 2Ã¢ÂÂ4),3.0,0.0,,,TV Show,2018,2021.0
Hip-Hop Evolution(seasons 2Ã¢ÂÂ4),3.0,0.0,,,TV Show,2018,2020.0
The Last Kingdom(seasons 3Ã¢ÂÂ5),3.0,0.0,,,TV Show,2018,2022.0
Travelers(season 3),1.0,1.0,,,TV Show,2018,2018.0
Slasher(season 3),1.0,1.0,,,TV Show,2019,2019.0
Designated Survivor(season 3),1.0,1.0,,,TV Show,2019,2019.0
Money Heist(parts 3Ã¢ÂÂ5),3.0,0.0,,,TV Show,2019,2021.0
QB1: Beyond the Lights(season 3),1.0,1.0,,,TV Show,2019,2019.0
Unsolved Mysteries(seasons 15Ã¢ÂÂ16),3.0,0.0,,,TV Show,2020,2022.0
Blown Away(seasons 2Ã¢ÂÂ3),2.0,0.0,,,TV Show,2021,2022.0
Girl from Nowhere(season 2),1.0,1.0,,,TV Show,2021,2021.0
The A List(season 2),1.0,1.0,,,TV Show,2021,2021.0
Sexy Beasts(seasons 2Ã¢ÂÂ3),2.0,0.0,,,TV Show,2021,2021.0
Takki(season 3),1.0,1.0,,,TV Show,2021,2021.0
El Marginal(seasons 4Ã¢ÂÂ5),2.0,0.0,,,TV Show,2022,2022.0
Tiger & Bunny(season 2),1.0,0.0,,,TV Show,2022,2022.0
Manifest(season 4),1.0,0.0,,,TV Show,2022,2023.0
Trailer Park Boys: Swearnet Live,1.0,1.0,,,TV Show,2014,2014.0
Trailer Park Boys: Live at the North Pole,1.0,1.0,,,TV Show,2014,2014.0
BoJack HorsemanChristmas Special: Sabrina's Christmas Wish,1.0,1.0,,,TV Show,2014,2014.0
Sense8: Creating the World,1.0,1.0,,,TV Show,2015,2015.0
"Trailer Park Boys: Drunk, High and Unemployed Live in Austin",1.0,1.0,,,TV Show,2015,2015.0
Marco Polo: One Hundred Eyes,1.0,1.0,Uncategorized,United States,"TV Show, Movie",2015,2015.0
Puss in Book: Trapped in an Epic Tale,1.0,1.0,Children,United States,"TV Show, Movie",2017,2017.0
Buddy Thunderstruck: The Maybe Pile,1.0,1.0,Uncategorized,United States,"TV Show, Movie",2017,2017.0
DreamWorks Home: For the Holidays,1.0,1.0,Children,United States,"TV Show, Movie",2017,2017.0
A StoryBots Christmas,1.0,1.0,Children,United States,"TV Show, Movie",2017,2017.0
Stretch Armstrong: The Breakout,1.0,1.0,Children,United States,"TV Show, Movie",2018,2018.0
Super MonstersSave Halloween,1.0,1.0,,,TV Show,2018,2018.0
"Club de CuervosPresents: I, Potro",1.0,1.0,,,TV Show,2018,2018.0
Free Rein: The Twelve Neighs of Christmas,1.0,1.0,Children,,"TV Show, Movie",2018,2018.0
Super Monstersand the Wish Star,1.0,1.0,,,TV Show,2018,2018.0
Prince of Peoria: A Christmas Moose Miracle,1.0,1.0,Children,United States,"TV Show, Movie",2018,2018.0
Aggretsuko: We Wish You a Metal Christmas,1.0,1.0,Uncategorized,Japan,"TV Show, Movie",2018,2018.0
Black Mirror: Bandersnatch,1.0,1.0,Dramas,United States,"TV Show, Movie",2018,2018.0
Free Rein: Valentine's Day,1.0,1.0,Children,United States,"TV Show, Movie",2019,2019.0
True: Happy Hearts Day,1.0,1.0,Children,"United States, Canada, United States","TV Show, Movie",2019,2019.0
Super Monsters Furever Friends,1.0,1.0,Children,,"TV Show, Movie",2019,2019.0
Malibu Rescue,1.0,1.0,Children,United States,"TV Show, Movie",2019,2019.0
Oprah WinfreyPresentsWhen They See UsNow,1.0,1.0,,,TV Show,2019,2019.0
Our Planet - Behind the Scenes,1.0,1.0,,,TV Show,2019,2019.0
The Crystal Calls Ã¢ÂÂ Making The Dark Crystal: Age of Resistance,1.0,1.0,,,TV Show,2019,2019.0
Super MonstersBack to School,1.0,1.0,,,TV Show,2019,2019.0
True: Tricky Treat Day,1.0,1.0,Children,Canada,"TV Show, Movie",2019,2019.0
Super Monsters: Vida's First Halloween,1.0,1.0,Children,United States,"TV Show, Movie",2019,2019.0
The Spooky Tale ofCaptain UnderpantsHack-a-Ween,1.0,1.0,,,TV Show,2019,2019.0
My Next Guest with David Letterman and Shah Rukh Khan,1.0,1.0,International Movies,,"TV Show, Movie",2019,2019.0
The House of Flowers Presents: The Funeral,1.0,1.0,Uncategorized,,"TV Show, Movie",2019,2019.0
True: Grabbleapple Harvest,1.0,1.0,Children,Canada,"TV Show, Movie",2019,2019.0
GO!The Unforgettable Party,1.0,1.0,,,TV Show,2019,2019.0
Super MonstersSave Christmas,1.0,1.0,,,TV Show,2019,2019.0
True: Winter Wishes,1.0,1.0,Children,,"TV Show, Movie",2019,2019.0
Spirit Riding Free: The Spirit of Christmas,1.0,1.0,,,TV Show,2019,2019.0
AFamily ReunionChristmas,1.0,1.0,,,TV Show,2019,2019.0
Jack Whitehall: Christmas with My Father,1.0,1.0,Stand-Up,United Kingdom,"TV Show, Movie",2019,2019.0
Night on Earth: Shot in the Dark,1.0,1.0,Uncategorized,United Kingdom,"TV Show, Movie",2020,2020.0
Captain Underpants: Epic Choice-o-Rama,1.0,1.0,,,TV Show,2020,2020.0
Carmen Sandiego: To Steal or Not to Steal,1.0,1.0,Children,"Canada, United States, Canada","TV Show, Movie",2020,2020.0
Making Unorthodox,1.0,1.0,Documentaries,Germany,"TV Show, Movie",2020,2020.0
Dragons: Rescue Riders: Hunt for the Golden Dragon,1.0,1.0,Children,United States,"TV Show, Movie",2020,2020.0
True: Wuzzle Wegg Day,1.0,1.0,Children,Canada,"TV Show, Movie",2020,2020.0
Money Heist: The Phenomenon,1.0,1.0,Documentaries,Spain,"TV Show, Movie",2020,2020.0
Go! Go! Cory Carson: The Chrissy,1.0,1.0,Children,United States,"TV Show, Movie",2020,2020.0
Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,1.0,1.0,Comedies,United States,"TV Show, Movie",2020,2020.0
True: Rainbow Rescue,1.0,1.0,Uncategorized,Canada,"TV Show, Movie",2020,2020.0
Dragons: Rescue Riders: Secrets of the Songwing,1.0,1.0,Children,United States,"TV Show, Movie",2020,2020.0
Sugar High,1.0,1.0,Children,United States,"TV Show, Movie",2020,2020.0
Super Monsters: The New Class,1.0,1.0,Children,Canada,"TV Show, Movie",2020,2020.0
AGo! Go! Cory CarsonSummer Camp,1.0,1.0,,,TV Show,2020,2020.0
Malibu Rescue: The Next Wave,1.0,1.0,Children,United States,"TV Show, Movie",2020,2020.0
The Magic School Bus Rides Again: Kids in Space,1.0,1.0,,,TV Show,2020,2020.0
MakingThe Witcher,1.0,1.0,,,TV Show,2020,2020.0
True: Friendship Day,1.0,1.0,Children,Canada,"TV Show, Movie",2020,2020.0
The Boss Baby: Get That Baby!,1.0,1.0,Children,United States,"TV Show, Movie",2020,2020.0
AGo! Go! Cory CarsonHalloween,1.0,1.0,,,TV Show,2020,2020.0
StarBeam: Halloween Hero,1.0,1.0,Children,Canada,"TV Show, Movie",2020,2020.0
Super Monsters: Dia de los Monsters,1.0,1.0,Children,Canada,"TV Show, Movie",2020,2020.0
The Magic School Bus Rides Again: The Frizz Connection,1.0,1.0,,,TV Show,2020,2020.0
Dragons: Rescue Riders: Huttsgalor Holiday,1.0,1.0,Children,United States,"TV Show, Movie",2020,2020.0
AGo! Go! Cory CarsonChristmas,1.0,1.0,,,TV Show,2020,2020.0
Chico Bon Bonand the Very Berry Holiday,1.0,1.0,,,TV Show,2020,2020.0
Captain Underpants: Mega Blissmas,1.0,1.0,,,TV Show,2020,2020.0
Mighty Express: A Mighty Christmas,1.0,1.0,Children,Canada,"TV Show, Movie",2020,2020.0
Spirit Riding Free: Ride Along Adventure,1.0,1.0,Children,United States,"TV Show, Movie",2020,2020.0
Super Monsters: Santa's Super Monster Helpers,1.0,1.0,,,TV Show,2020,2020.0
ATrash TruckChristmas,1.0,1.0,,,TV Show,2020,2020.0
The Netflix Afterparty: The Best Shows of the Worst Year,1.0,1.0,,,TV Show,2020,2020.0
AnUnremarkableChristmas,1.0,1.0,,,TV Show,2020,2020.0
The Magic School Bus Rides Again: In the Zone,1.0,1.0,,,TV Show,2020,2020.0
Cobra Kai- The Afterparty,1.0,1.0,,,TV Show,2021,2021.0
CreatingThe Queen's Gambit,1.0,1.0,,,TV Show,2021,2021.0
Bridgerton- The Afterparty,1.0,1.0,,,TV Show,2021,2021.0
Bling Empire- The Afterparty,1.0,1.0,,,TV Show,2021,2021.0
Animals on the Loose: AYou vs. WildInteractive Movie,1.0,1.0,,,TV Show,2021,2021.0
Fate: The Winx Saga- The Afterparty,1.0,1.0,,,TV Show,2021,2021.0
Ginny & Georgia- The Afterparty,1.0,1.0,,,TV Show,2021,2021.0
The Last Kids on Earth: Happy Apocalypse to You,1.0,1.0,,,"TV Show, Movie",2021,2021.0
Dad Stop Embarrassing Me!- The Afterparty,1.0,1.0,,,TV Show,2021,2021.0
Shadow and Bone- The Afterparty,1.0,1.0,,,TV Show,2021,2021.0
The Circle- The Afterparty,1.0,1.0,,,TV Show,2021,2021.0
The Upshaws- The Afterparty,1.0,1.0,,,TV Show,2021,2021.0
Super Monsters: Once Upon a Rhyme,1.0,1.0,,,"TV Show, Movie",2021,2021.0
TreseAfter Dark,1.0,1.0,,,TV Show,2021,2021.0
Headspace: Unwind Your Mind,1.0,1.0,,,"TV Show, Movie",2021,2021.0
The House of Flowers: The Movie,1.0,1.0,,,"TV Show, Movie",2021,2021.0
Kingdom: Ashin of the North,1.0,1.0,,,"TV Show, Movie",2021,2021.0
You vs. Wild: Out Cold,1.0,1.0,,,"TV Show, Movie",2021,2021.0
AStoryBotsSpace Adventure,1.0,1.0,,,TV Show,2021,2021.0
Go! Go! Cory Carson: Chrissy Takes the Wheel,1.0,1.0,,,"TV Show, Movie",2021,2021.0
MakingThe Billion Dollar Code,1.0,1.0,,,TV Show,2021,2021.0
Sharkdog's Fintastic Halloween,1.0,1.0,,,TV Show,2021,2021.0
Johnny Test's Ultimate Meatloaf Quest,1.0,1.0,,,TV Show,2021,2021.0
Waffles + Mochi's Holiday Feast,1.0,1.0,,,TV Show,2021,2021.0
StarBeam: Beaming in the New Year,1.0,1.0,,,TV Show,2021,2021.0
MakingThe Witcher: Season 2,1.0,1.0,,,TV Show,2021,2021.0
The WitcherBestiary Season 1 Part 1,1.0,1.0,,,TV Show,2021,2021.0
The WitcherBestiary Season 1 Part 2,1.0,1.0,,,TV Show,2021,2021.0
The Witcher: Fireplace,1.0,1.0,,,TV Show,2021,2021.0
The WitcherSeason One Recap: From the Beginning,1.0,1.0,,,TV Show,2021,2021.0
The Witcher: Characters of the Continent,1.0,1.0,,,TV Show,2021,2021.0
Mighty Express: Train Trouble,1.0,1.0,,,TV Show,2022,2022.0
A Farewell toOzark,1.0,1.0,,,TV Show,2022,2022.0
LarvaPendant,1.0,1.0,,,TV Show,2022,2022.0
Mighty Little Bheem: I Love Taj Mahal,1.0,1.0,,,TV Show,2022,2022.0
Ranveervs. Wild withBear Grylls,1.0,1.0,,,TV Show,2022,2022.0
The WitcherBestiary Season 2,1.0,1.0,,,TV Show,2022,2022.0
Jurassic World Camp Cretaceous: Hidden Adventure,1.0,1.0,,,TV Show,2022,2022.0
Making1899,1.0,1.0,,,TV Show,2022,2022.0
TheAction PackSaves Christmas,1.0,1.0,,,TV Show,2022,2022.0
Mighty Express: Mighty Trains Race,1.0,1.0,,,TV Show,2022,2022.0
The Boss Baby: Christmas Bonus,1.0,1.0,,,TV Show,2022,2022.0
My Next Guest with David LettermanandVolodymyr Zelenskyy,1.0,1.0,,,TV Show,2022,2022.0
Who Killed Santa? AMurdervilleMurder Mystery,1.0,1.0,,,TV Show,2022,2022.0
MakingThe Witcher: Blood Origin,1.0,1.0,,,TV Show,2022,2022.0
Copenhagen Cowboy: Nightcall with Nicolas Winding Refn,1.0,1.0,,,TV Show,2023,2023.0
MakingTransatlantic,1.0,1.0,,,TV Show,2023,2023.0
The Last Kingdom: Seven Kings Must Die,1.0,1.0,,,TV Show,2023,2023.0
MakingThe Witcher: Season 3,1.0,1.0,,,TV Show,2023,2023.0
13 Reasons Why: Beyond the Reasons,3.0,0.0,Crime TV,United States,TV Show,2017,2019.0
Beyond Stranger Things,1.0,1.0,Stand-Up,United States,TV Show,2017,2017.0
Dance & Sing with True,1.0,1.0,Kids,,TV Show,2018,2018.0
Super Monsters Monster Party,1.0,1.0,Kids,,TV Show,2018,2018.0
Nailed It! Holiday,2.0,0.0,,,TV Show,2018,2019.0
Super Monsters Monster Pets,1.0,1.0,Kids,United States,TV Show,2019,2019.0
True Tunes,1.0,1.0,Kids,,TV Show,2019,2019.0
Mighty Little Bheem: Diwali,1.0,1.0,Kids,India,TV Show,2019,2019.0
Queer Eye: We're in Japan!,1.0,1.0,International TV,"United States, Japan, United States",TV Show,2019,2019.0
Mighty Little Bheem: Festival of Colors,1.0,1.0,Kids,India,TV Show,2020,2020.0
True: Terrific Tales,1.0,1.0,Kids,Canada,TV Show,2020,2020.0
Word Party Songs,1.0,1.0,Kids,United States,TV Show,2020,2020.0
Game On: A Comedy Crossover Event,1.0,1.0,,,TV Show,2020,2020.0
The Witcher: A Look Inside the Episodes,1.0,1.0,Docuseries,,TV Show,2020,2020.0
Rhyme Time Town Singalongs,1.0,1.0,Kids,United States,TV Show,2020,2020.0
Mighty Little Bheem: Kite Festival,1.0,1.0,Kids,India,TV Show,2021,2021.0
Lava Ka Dhaava,1.0,1.0,,India,TV Show,2021,2021.0
Elite Short Stories: GuzmÃÂ¡n Caye Rebe,1.0,1.0,,,TV Show,2021,2021.0
Elite Short Stories: Nadia GuzmÃÂ¡n,1.0,1.0,,,TV Show,2021,2021.0
Elite Short Stories: Omar Ander Alexis,1.0,1.0,,,TV Show,2021,2021.0
Elite Short Stories: Carla Samuel,1.0,1.0,,,TV Show,2021,2021.0
Revelations: TheMasters of the Universe RevelationAftershow,1.0,0.0,,,TV Show,2021,2021.0
The Ingenuity of theHousehusband,1.0,0.0,,,TV Show,2021,2021.0
Money Heist: From Tokyo to Berlin,2.0,0.0,,,TV Show,2021,2021.0
Blown Away: Christmas,1.0,1.0,,,TV Show,2021,2021.0
Elite Short Stories: Phillipe Caye Felipe,1.0,1.0,,,TV Show,2021,2021.0
Elite Short Stories: Samuel Omar,1.0,1.0,,,TV Show,2021,2021.0
Elite Short Stories: Patrick,1.0,1.0,,,TV Show,2021,2021.0
Karma's World Music Videos,2.0,0.0,,,TV Show,2022,2022.0
Hemlock Grove,3.0,0.0,TV Horror,United States,TV Show,2013,2015.0
Shadow,1.0,1.0,Action,"China, Hong Kong, China","TV Show, Movie",2019,2019.0
Bad Samaritans,1.0,1.0,,,TV Show,2013,2013.0
Turbo Fast,3.0,0.0,,,TV Show,2013,2016.0
VeggieTales in the House,4.0,0.0,Kids,United States,TV Show,2014,2016.0
The Adventures of Puss in Boots,6.0,0.0,Kids,United States,TV Show,2015,2018.0
Dinotrux,5.0,0.0,Kids,United States,TV Show,2015,2017.0
The Mr. Peabody & Sherman Show,4.0,0.0,,,TV Show,2015,2017.0
Dawn of the Croods,4.0,0.0,Kids,United States,TV Show,2015,2017.0
Home: Adventures with Tip & Oh,4.0,0.0,Kids,United States,TV Show,2016,2018.0
VeggieTales in the City,2.0,0.0,Kids,United States,TV Show,2017,2017.0
Spirit Riding Free,8.0,0.0,,,TV Show,2017,2019.0
Dinotrux Supercharged,3.0,0.0,Kids,,TV Show,2017,2018.0
Ask the StoryBotsKorea Edition,1.0,1.0,,,TV Show,2021,2021.0
Transformers: BotBots,1.0,1.0,,,TV Show,2022,2022.0
Estocolmo,1.0,1.0,,,TV Show,2016,2016.0
Wild District,2.0,0.0,Crime TV,Colombia,TV Show,2018,2019.0
Go! Live Your Way,2.0,0.0,Kids,Argentina,TV Show,2019,2019.0
The Snitch Cartel: Origins,1.0,1.0,,,TV Show,2021,2021.0
Juanpis GonzÃÂ¡lez: The Series,1.0,1.0,,,TV Show,2022,2022.0
Pedal to Metal,1.0,1.0,,,TV Show,2022,2022.0
The Final Score,1.0,1.0,,,TV Show,2022,2022.0
Russell Peters Vs. the World,1.0,1.0,,,TV Show,2013,2013.0
Exatlon,1.0,1.0,,,TV Show,2020,2020.0
Arrested Development(seasons 4Ã¢ÂÂ5),2.0,0.0,,,TV Show,2013,2019.0
Star Wars: The Clone Wars(season 6),1.0,1.0,,,TV Show,2014,2014.0
The Killing(season 4),1.0,1.0,,,TV Show,2014,2014.0
Longmire(seasons 4Ã¢ÂÂ6),3.0,0.0,,,TV Show,2015,2017.0
Mystery Science Theater 3000(seasons 11Ã¢ÂÂ12),2.0,0.0,,,TV Show,2017,2018.0
Slasher(season 2),1.0,1.0,,,TV Show,2017,2017.0
EastSiders(seasons 3Ã¢ÂÂ4),2.0,0.0,,,TV Show,2017,2019.0
The Mafia Dolls(season 2),1.0,1.0,,,TV Show,2019,2019.0
Lucifer(seasons 4Ã¢ÂÂ6),3.0,0.0,,,TV Show,2019,2021.0
